,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
79,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",56.232,8.266,510,/oQRgyQCzcyZvE6w5heM9ktVY0LT.jpg,en,False
80,632632,Given,2020-08-22,"The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist.",19.375,8.3,376,/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg,ja,False
81,25237,Come and See,1985-10-17,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",50.343,8.261,1402,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,ru,False
82,10376,The Legend of 1900,1998-10-28,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",48.059,8.261,2198,/4EKnIjT1IGGFyplaW11lTvXrzI0.jpg,it,False
83,8587,The Lion King,1994-06-24,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",177.947,8.256,17807,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,en,False
84,670,Oldboy,2003-11-21,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",72.043,8.254,8366,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,ko,False
85,630566,Clouds,2020-10-09,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",18.514,8.3,986,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,en,False
86,299534,Avengers: Endgame,2019-04-24,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",208.577,8.253,25004,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,en,False
87,283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",33.935,8.3,761,/md5wZRRj8biHrGtyitgBZo7674t.jpg,ja,False
88,508965,Klaus,2019-11-08,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",27.871,8.248,3888,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,en,False
89,533514,Violet Evergarden: The Movie,2020-09-18,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",53.148,8.246,395,/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg,ja,False
90,299536,Avengers: Infinity War,2018-04-25,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",253.143,8.246,29030,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,en,False
91,490132,Green Book,2018-11-16,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",252.957,8.242,11260,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,en,False
92,618344,Justice League Dark: Apokolips War,2020-05-05,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",72.358,8.239,1421,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,en,False
93,42269,We All Loved Each Other So Much,1974-12-21,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",17.513,8.237,520,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,it,False
94,572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",27.934,8.235,504,/gsRpizQa3fw1um8v7EvFVXvxD6u.jpg,ja,False
95,265177,Mommy,2014-09-19,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",21.517,8.235,2656,/nT4VJ6MfSwUoCorYmkcLVaIenya.jpg,fr,False
96,315162,Puss in Boots: The Last Wish,2022-12-07,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",243.801,8.234,7344,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,en,False
97,110420,Wolf Children,2012-07-21,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",55.083,8.233,2212,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,ja,False
98,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",118.383,8.228,3735,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,ja,False
99,504253,I Want to Eat Your Pancreas,2018-09-01,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",48.542,8.224,1485,/qpV8kvRfAntV7D4aOOsLIz7OdPc.jpg,ja,False
100,290098,The Handmaiden,2016-06-01,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",101.622,8.223,3586,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,ko,False
101,16869,Inglourious Basterds,2009-08-02,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",122.311,8.218,21748,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,en,False
102,603,The Matrix,1999-03-31,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",289.812,8.218,25046,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,en,False
103,361743,Top Gun: Maverick,2022-05-21,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",185.125,8.216,8715,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,en,False
104,37257,Witness for the Prosecution,1957-12-17,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",42.808,8.216,1333,/mM5Cad2ESBprh6ucPnMzMfI34Cu.jpg,en,False
105,694,The Shining,1980-05-23,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",86.857,8.216,17018,/9PtPnOJSH6pewElRlJPGqC5Gd3W.jpg,en,False
106,98,Gladiator,2000-05-04,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",81.521,8.216,17940,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,en,False
107,857,Saving Private Ryan,1998-07-24,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",98.063,8.215,15400,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,en,False
108,654299,Out of the Clear Blue Sky,2019-12-24,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",13.377,8.2,337,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,es,False
109,441130,Wolfwalkers,2020-10-26,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",33.292,8.214,1124,/53VE3Iv9NiCOJfFMWwQuRUQMaXZ.jpg,en,False
110,354912,Coco,2017-10-27,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",189.839,8.212,18874,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,en,False
111,24188,Il Sorpasso,1962-12-05,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",19.219,8.212,704,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,it,False
112,537061,Steven Universe: The Movie,2019-09-02,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",45.469,8.211,809,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,en,False
113,50014,The Help,2011-08-09,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",123.581,8.2,8013,/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,en,False
114,284,The Apartment,1960-06-21,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",75.123,8.208,2197,/hhSRt1KKfRT0yEhEtRW3qp31JFU.jpg,en,False
115,522924,The Art of Racing in the Rain,2019-08-08,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",39.623,8.204,1431,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,en,False
116,11324,Shutter Island,2010-02-14,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",101.906,8.203,23411,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,en,False
117,1124,The Prestige,2006-10-17,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",140.868,8.203,15562,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,en,False
118,185,A Clockwork Orange,1971-12-19,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",47.826,8.203,12529,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,en,False
